block_size,grid_scale_x,use_shared,use_unroll,register_limit,work_per_thread,stride_access,threads_per_block,gflops,msec_per_matmul,pass_fail,avg_power_watts,exec_time_sec,power_log_duration,exit_code,cuda_error_str,power_log_path
4,2.0,0,0,128,4,2,16,115.785416,0.008844,FAIL,42.034,0.289,61,1,,power_logs_all_configs/power_b4_g2.0_s0_u0_r128_w4_str2.log
4,2.0,0,1,32,1,1,16,23.191095,0.011039,PASS,42.000,0.289,61,0,,power_logs_all_configs/power_b4_g2.0_s0_u1_r32_w1_str1.log
4,2.0,0,1,32,1,2,16,46.497210,0.005506,FAIL,42.010,0.287,61,1,,power_logs_all_configs/power_b4_g2.0_s0_u1_r32_w1_str2.log
4,2.0,0,1,32,2,1,16,40.128411,0.012759,PASS,41.931,0.296,61,0,,power_logs_all_configs/power_b4_g2.0_s0_u1_r32_w2_str1.log
4,2.0,0,1,32,2,2,16,65.789477,0.007782,FAIL,41.960,0.296,61,1,,power_logs_all_configs/power_b4_g2.0_s0_u1_r32_w2_str2.log
4,2.0,0,1,32,4,1,16,78.084331,0.013114,PASS,41.999,0.292,61,0,,power_logs_all_configs/power_b4_g2.0_s0_u1_r32_w4_str1.log
4,2.0,0,1,32,4,2,16,128.263361,0.007984,FAIL,41.903,0.297,61,1,,power_logs_all_configs/power_b4_g2.0_s0_u1_r32_w4_str2.log
4,2.0,0,1,64,1,1,16,23.241401,0.011015,PASS,41.947,0.291,61,0,,power_logs_all_configs/power_b4_g2.0_s0_u1_r64_w1_str1.log
4,2.0,0,1,64,1,2,16,46.296295,0.005530,FAIL,42.032,0.291,61,1,,power_logs_all_configs/power_b4_g2.0_s0_u1_r64_w1_str2.log
4,2.0,0,1,64,2,1,16,40.983606,0.012493,PASS,41.941,0.290,61,0,,power_logs_all_configs/power_b4_g2.0_s0_u1_r64_w2_str1.log
4,2.0,0,1,64,2,2,16,65.047697,0.007871,FAIL,42.129,0.297,61,1,,power_logs_all_configs/power_b4_g2.0_s0_u1_r64_w2_str2.log
4,2.0,0,1,64,4,1,16,80.645162,0.012698,PASS,42.138,0.300,61,0,,power_logs_all_configs/power_b4_g2.0_s0_u1_r64_w4_str1.log
4,2.0,0,1,64,4,2,16,131.233597,0.007803,FAIL,42.022,0.307,61,1,,power_logs_all_configs/power_b4_g2.0_s0_u1_r64_w4_str2.log
4,2.0,0,1,128,1,1,16,23.248605,0.011011,PASS,42.078,0.293,61,0,,power_logs_all_configs/power_b4_g2.0_s0_u1_r128_w1_str1.log
4,2.0,0,1,128,1,2,16,46.324894,0.005526,FAIL,41.980,0.292,61,1,,power_logs_all_configs/power_b4_g2.0_s0_u1_r128_w1_str2.log
4,2.0,0,1,128,2,1,16,40.983606,0.012493,PASS,42.048,0.297,61,0,,power_logs_all_configs/power_b4_g2.0_s0_u1_r128_w2_str1.log
4,2.0,0,1,128,2,2,16,65.019501,0.007875,FAIL,42.140,0.291,61,1,,power_logs_all_configs/power_b4_g2.0_s0_u1_r128_w2_str2.log
4,2.0,0,1,128,4,1,16,80.623490,0.012701,PASS,48.871,0.299,61,0,,power_logs_all_configs/power_b4_g2.0_s0_u1_r128_w4_str1.log
4,2.0,0,1,128,4,2,16,65.516482,0.015630,FAIL,44.805,0.278,61,1,,power_logs_all_configs/power_b4_g2.0_s0_u1_r128_w4_str2.log
4,2.0,1,0,32,1,1,16,18.934612,0.013520,PASS,42.231,0.229,61,0,,power_logs_all_configs/power_b4_g2.0_s1_u0_r32_w1_str1.log
4,2.0,1,0,32,1,2,16,23.734176,0.010786,FAIL,42.140,0.225,61,1,,power_logs_all_configs/power_b4_g2.0_s1_u0_r32_w1_str2.log
4,2.0,1,0,32,2,1,16,59.455243,0.008612,PASS,42.090,0.227,61,0,,power_logs_all_configs/power_b4_g2.0_s1_u0_r32_w2_str1.log
4,2.0,1,0,32,2,2,16,47.649301,0.010745,FAIL,42.079,0.407,61,1,,power_logs_all_configs/power_b4_g2.0_s1_u0_r32_w2_str2.log
4,2.0,1,0,32,4,1,16,93.428842,0.010960,PASS,41.979,0.404,61,0,,power_logs_all_configs/power_b4_g2.0_s1_u0_r32_w4_str1.log
4,2.0,1,0,32,4,2,16,94.339625,0.010854,FAIL,42.024,0.378,61,1,,power_logs_all_configs/power_b4_g2.0_s1_u0_r32_w4_str2.log
4,2.0,1,0,64,1,1,16,19.220913,0.013319,PASS,42.111,0.362,61,0,,power_logs_all_configs/power_b4_g2.0_s1_u0_r64_w1_str1.log
4,2.0,1,0,64,1,2,16,23.840981,0.010738,FAIL,42.201,0.341,61,1,,power_logs_all_configs/power_b4_g2.0_s1_u0_r64_w1_str2.log
4,2.0,1,0,64,2,1,16,60.414592,0.008475,PASS,42.334,0.299,61,0,,power_logs_all_configs/power_b4_g2.0_s1_u0_r64_w2_str1.log
4,2.0,1,0,64,2,2,16,47.694753,0.010735,FAIL,42.318,0.233,61,1,,power_logs_all_configs/power_b4_g2.0_s1_u0_r64_w2_str2.log
4,2.0,1,0,64,4,1,16,113.335859,0.009035,PASS,42.283,0.227,61,0,,power_logs_all_configs/power_b4_g2.0_s1_u0_r64_w4_str1.log
4,2.0,1,0,64,4,2,16,95.298602,0.010745,FAIL,42.275,0.228,61,1,,power_logs_all_configs/power_b4_g2.0_s1_u0_r64_w4_str2.log
4,2.0,1,0,128,1,1,16,19.230769,0.013312,PASS,42.271,0.226,61,0,,power_logs_all_configs/power_b4_g2.0_s1_u0_r128_w1_str1.log
4,2.0,1,0,128,1,2,16,23.839796,0.010738,FAIL,42.234,0.230,61,1,,power_logs_all_configs/power_b4_g2.0_s1_u0_r128_w1_str2.log
4,2.0,1,0,128,2,1,16,60.362931,0.008482,PASS,42.130,0.229,61,0,,power_logs_all_configs/power_b4_g2.0_s1_u0_r128_w2_str1.log
4,2.0,1,0,128,2,2,16,47.682434,0.010738,FAIL,42.050,0.388,61,1,,power_logs_all_configs/power_b4_g2.0_s1_u0_r128_w2_str2.log
4,2.0,1,0,128,4,1,16,113.765645,0.009001,PASS,42.265,0.403,61,0,,power_logs_all_configs/power_b4_g2.0_s1_u0_r128_w4_str1.log
4,2.0,1,0,128,4,2,16,95.328884,0.010742,FAIL,42.233,0.411,61,1,,power_logs_all_configs/power_b4_g2.0_s1_u0_r128_w4_str2.log
4,2.0,1,1,32,1,1,16,20.226537,0.012657,PASS,42.157,0.364,61,0,,power_logs_all_configs/power_b4_g2.0_s1_u1_r32_w1_str1.log
4,2.0,1,1,32,1,2,16,35.393011,0.007233,FAIL,42.251,0.401,61,1,,power_logs_all_configs/power_b4_g2.0_s1_u1_r32_w1_str2.log
4,2.0,1,1,32,2,1,16,35.211268,0.014541,PASS,42.446,0.403,61,0,,power_logs_all_configs/power_b4_g2.0_s1_u1_r32_w2_str1.log
4,2.0,1,1,32,2,2,16,54.073543,0.009469,FAIL,42.329,0.403,61,1,,power_logs_all_configs/power_b4_g2.0_s1_u1_r32_w2_str2.log
4,2.0,1,1,32,4,1,16,69.236090,0.014790,PASS,42.288,0.409,61,0,,power_logs_all_configs/power_b4_g2.0_s1_u1_r32_w4_str1.log
4,2.0,1,1,32,4,2,16,105.969629,0.009663,FAIL,42.270,0.403,61,1,,power_logs_all_configs/power_b4_g2.0_s1_u1_r32_w4_str2.log
4,2.0,1,1,64,1,1,16,20.221083,0.012660,PASS,42.227,0.405,61,0,,power_logs_all_configs/power_b4_g2.0_s1_u1_r64_w1_str1.log
4,2.0,1,1,64,1,2,16,35.227809,0.007267,FAIL,42.069,0.451,61,1,,power_logs_all_configs/power_b4_g2.0_s1_u1_r64_w1_str2.log
4,2.0,1,1,64,2,1,16,35.876585,0.014271,PASS,42.002,0.247,61,0,,power_logs_all_configs/power_b4_g2.0_s1_u1_r64_w2_str1.log
4,2.0,1,1,64,2,2,16,53.022273,0.009656,FAIL,42.263,0.226,61,1,,power_logs_all_configs/power_b4_g2.0_s1_u1_r64_w2_str2.log
4,2.0,1,1,64,4,1,16,71.311845,0.014359,PASS,42.338,0.235,61,0,,power_logs_all_configs/power_b4_g2.0_s1_u1_r64_w4_str1.log
4,2.0,1,1,64,4,2,16,108.342365,0.009452,FAIL,42.297,0.228,61,1,,power_logs_all_configs/power_b4_g2.0_s1_u1_r64_w4_str2.log
4,2.0,1,1,128,1,1,16,20.221083,0.012660,PASS,42.335,0.229,61,0,,power_logs_all_configs/power_b4_g2.0_s1_u1_r128_w1_str1.log
4,2.0,1,1,128,1,2,16,35.227809,0.007267,FAIL,42.297,0.228,61,1,,power_logs_all_configs/power_b4_g2.0_s1_u1_r128_w1_str2.log
4,2.0,1,1,128,2,1,16,35.902345,0.014261,PASS,42.166,0.231,61,0,,power_logs_all_configs/power_b4_g2.0_s1_u1_r128_w2_str1.log
4,2.0,1,1,128,2,2,16,52.987736,0.009663,FAIL,42.124,0.226,61,1,,power_logs_all_configs/power_b4_g2.0_s1_u1_r128_w2_str2.log
4,2.0,1,1,128,4,1,16,71.275834,0.014367,PASS,42.255,0.229,61,0,,power_logs_all_configs/power_b4_g2.0_s1_u1_r128_w4_str1.log
4,2.0,1,1,128,4,2,16,108.303253,0.009455,FAIL,42.141,0.229,61,1,,power_logs_all_configs/power_b4_g2.0_s1_u1_r128_w4_str2.log
8,1.0,0,0,32,1,1,64,99.518995,0.020579,PASS,42.229,0.249,61,0,,power_logs_all_configs/power_b8_g1.0_s0_u0_r32_w1_str1.log
8,1.0,0,0,32,1,2,64,161.637930,0.012670,FAIL,42.229,0.206,61,1,,power_logs_all_configs/power_b8_g1.0_s0_u0_r32_w1_str2.log
8,1.0,0,0,32,2,1,64,397.088026,0.010315,PASS,42.174,0.238,61,0,,power_logs_all_configs/power_b8_g1.0_s0_u0_r32_w2_str1.log
8,1.0,0,0,32,2,2,64,593.793026,0.006898,FAIL,42.055,0.198,61,1,,power_logs_all_configs/power_b8_g1.0_s0_u0_r32_w2_str2.log
8,1.0,0,0,32,4,1,64,680.851044,0.012032,PASS,42.149,0.419,61,0,,power_logs_all_configs/power_b8_g1.0_s0_u0_r32_w4_str1.log
8,1.0,0,0,32,4,2,64,1028.277571,0.007967,FAIL,42.143,0.370,61,1,,power_logs_all_configs/power_b8_g1.0_s0_u0_r32_w4_str2.log
8,1.0,0,0,64,1,1,64,100.586757,0.020361,PASS,42.197,0.402,61,0,,power_logs_all_configs/power_b8_g1.0_s0_u0_r64_w1_str1.log
8,1.0,0,0,64,1,2,64,164.301978,0.012465,FAIL,42.156,0.301,61,1,,power_logs_all_configs/power_b8_g1.0_s0_u0_r64_w1_str2.log
8,1.0,0,0,64,2,1,64,381.194410,0.010745,PASS,42.097,0.278,61,0,,power_logs_all_configs/power_b8_g1.0_s0_u0_r64_w2_str1.log
8,1.0,0,0,64,2,2,64,576.403487,0.007106,FAIL,41.967,0.260,61,1,,power_logs_all_configs/power_b8_g1.0_s0_u0_r64_w2_str2.log
8,1.0,0,0,64,4,1,64,692.440818,0.011831,PASS,42.001,0.200,61,0,,power_logs_all_configs/power_b8_g1.0_s0_u0_r64_w4_str1.log
8,1.0,0,0,64,4,2,64,1051.766679,0.007789,FAIL,42.147,0.242,61,1,,power_logs_all_configs/power_b8_g1.0_s0_u0_r64_w4_str2.log
8,1.0,0,0,128,1,1,64,100.569902,0.020364,PASS,42.081,0.250,61,0,,power_logs_all_configs/power_b8_g1.0_s0_u0_r128_w1_str1.log
8,1.0,0,0,128,1,2,64,164.338531,0.012462,FAIL,42.168,0.246,61,1,,power_logs_all_configs/power_b8_g1.0_s0_u0_r128_w1_str2.log
8,1.0,0,0,128,2,1,64,381.073358,0.010749,PASS,42.066,0.240,61,0,,power_logs_all_configs/power_b8_g1.0_s0_u0_r128_w2_str1.log
8,1.0,0,0,128,2,2,64,576.645855,0.007103,FAIL,42.088,0.239,61,1,,power_logs_all_configs/power_b8_g1.0_s0_u0_r128_w2_str2.log
8,1.0,0,0,128,4,1,64,683.973785,0.011977,PASS,42.146,0.241,61,0,,power_logs_all_configs/power_b8_g1.0_s0_u0_r128_w4_str1.log
8,1.0,0,0,128,4,2,64,1045.751628,0.007834,FAIL,42.031,0.241,61,1,,power_logs_all_configs/power_b8_g1.0_s0_u0_r128_w4_str2.log
8,1.0,0,1,32,1,1,64,100.586757,0.020361,PASS,42.158,0.202,61,0,,power_logs_all_configs/power_b8_g1.0_s0_u1_r32_w1_str1.log
8,1.0,0,1,32,1,2,64,183.430140,0.011165,FAIL,42.184,0.240,61,1,,power_logs_all_configs/power_b8_g1.0_s0_u1_r32_w1_str2.log
8,1.0,0,1,32,2,1,64,181.573158,0.022558,PASS,42.287,0.242,61,0,,power_logs_all_configs/power_b8_g1.0_s0_u1_r32_w2_str1.log
8,1.0,0,1,32,2,2,64,323.450130,0.012663,FAIL,42.363,0.237,61,1,,power_logs_all_configs/power_b8_g1.0_s0_u1_r32_w2_str2.log
8,1.0,0,1,32,4,1,64,347.582086,0.023569,PASS,42.237,0.243,61,0,,power_logs_all_configs/power_b8_g1.0_s0_u1_r32_w4_str1.log
8,1.0,0,1,32,4,2,64,615.226874,0.013315,FAIL,42.475,0.241,61,1,,power_logs_all_configs/power_b8_g1.0_s0_u1_r32_w4_str2.log
8,1.0,0,1,64,1,1,64,100.620494,0.020354,PASS,42.419,0.198,61,0,,power_logs_all_configs/power_b8_g1.0_s0_u1_r64_w1_str1.log
8,1.0,0,1,64,1,2,64,184.388447,0.011107,FAIL,42.348,0.242,61,1,,power_logs_all_configs/power_b8_g1.0_s0_u1_r64_w1_str2.log
8,1.0,0,1,64,2,1,64,185.533239,0.022077,PASS,42.263,0.242,61,0,,power_logs_all_configs/power_b8_g1.0_s0_u1_r64_w2_str1.log
8,1.0,0,1,64,2,2,64,328.947354,0.012452,FAIL,42.205,0.238,61,1,,power_logs_all_configs/power_b8_g1.0_s0_u1_r64_w2_str2.log
8,1.0,0,1,64,4,1,64,356.294524,0.022992,PASS,42.077,0.244,61,0,,power_logs_all_configs/power_b8_g1.0_s0_u1_r64_w4_str1.log
8,1.0,0,1,64,4,2,64,628.766044,0.013029,FAIL,42.103,0.239,61,1,,power_logs_all_configs/power_b8_g1.0_s0_u1_r64_w4_str2.log
8,1.0,0,1,128,1,1,64,100.603627,0.020357,PASS,42.161,0.241,61,0,,power_logs_all_configs/power_b8_g1.0_s0_u1_r128_w1_str1.log
8,1.0,0,1,128,1,2,64,184.218610,0.011117,FAIL,41.985,0.416,61,1,,power_logs_all_configs/power_b8_g1.0_s0_u1_r128_w1_str2.log
8,1.0,0,1,128,2,1,64,185.558335,0.022074,PASS,41.885,0.423,61,0,,power_logs_all_configs/power_b8_g1.0_s0_u1_r128_w2_str1.log
8,1.0,0,1,128,2,2,64,329.127794,0.012445,FAIL,41.926,0.418,61,1,,power_logs_all_configs/power_b8_g1.0_s0_u1_r128_w2_str2.log
8,1.0,0,1,128,4,1,64,357.408776,0.022921,PASS,42.096,0.427,61,0,,power_logs_all_configs/power_b8_g1.0_s0_u1_r128_w4_str1.log
8,1.0,0,1,128,4,2,64,628.107830,0.013042,FAIL,42.052,0.419,61,1,,power_logs_all_configs/power_b8_g1.0_s0_u1_r128_w4_str2.log
8,1.0,1,0,32,1,1,64,90.184875,0.022709,PASS,42.103,0.421,61,0,,power_logs_all_configs/power_b8_g1.0_s1_u0_r32_w1_str1.log
8,1.0,1,0,32,1,2,64,141.110073,0.014513,FAIL,41.881,0.241,61,1,,power_logs_all_configs/power_b8_g1.0_s1_u0_r32_w1_str2.log
8,1.0,1,0,32,2,1,64,317.965007,0.012882,PASS,42.021,0.417,61,0,,power_logs_all_configs/power_b8_g1.0_s1_u0_r32_w2_str1.log
8,1.0,1,0,32,2,2,64,432.588342,0.009469,FAIL,42.082,0.415,61,1,,power_logs_all_configs/power_b8_g1.0_s1_u0_r32_w2_str2.log
8,1.0,1,0,32,4,1,64,454.976290,0.018005,PASS,42.150,0.388,61,0,,power_logs_all_configs/power_b8_g1.0_s1_u0_r32_w4_str1.log
8,1.0,1,0,32,4,2,64,690.448831,0.011865,FAIL,42.270,0.429,61,1,,power_logs_all_configs/power_b8_g1.0_s1_u0_r32_w4_str2.log
8,1.0,1,0,64,1,1,64,91.033229,0.022497,PASS,42.212,0.422,61,0,,power_logs_all_configs/power_b8_g1.0_s1_u0_r64_w1_str1.log
8,1.0,1,0,64,1,2,64,142.450145,0.014377,FAIL,42.133,0.382,61,1,,power_logs_all_configs/power_b8_g1.0_s1_u0_r64_w1_str2.log
8,1.0,1,0,64,2,1,64,320.855614,0.012766,PASS,42.237,0.417,61,0,,power_logs_all_configs/power_b8_g1.0_s1_u0_r64_w2_str1.log
8,1.0,1,0,64,2,2,64,432.900452,0.009462,FAIL,42.231,0.418,61,1,,power_logs_all_configs/power_b8_g1.0_s1_u0_r64_w2_str2.log
8,1.0,1,0,64,4,1,64,577.756380,0.014179,PASS,42.246,0.416,61,0,,power_logs_all_configs/power_b8_g1.0_s1_u0_r64_w4_str1.log
8,1.0,1,0,64,4,2,64,784.265656,0.010445,FAIL,42.266,0.419,61,1,,power_logs_all_configs/power_b8_g1.0_s1_u0_r64_w4_str2.log
8,1.0,1,0,128,1,1,64,91.033229,0.022497,PASS,42.219,0.417,61,0,,power_logs_all_configs/power_b8_g1.0_s1_u0_r128_w1_str1.log
8,1.0,1,0,128,1,2,64,142.483963,0.014374,FAIL,42.103,0.353,61,1,,power_logs_all_configs/power_b8_g1.0_s1_u0_r128_w1_str2.log
8,1.0,1,0,128,2,1,64,321.371177,0.012745,PASS,42.109,0.414,61,0,,power_logs_all_configs/power_b8_g1.0_s1_u0_r128_w2_str1.log
8,1.0,1,0,128,2,2,64,432.744341,0.009465,FAIL,42.229,0.417,61,1,,power_logs_all_configs/power_b8_g1.0_s1_u0_r128_w2_str2.log
8,1.0,1,0,128,4,1,64,578.034679,0.014172,PASS,42.240,0.420,61,0,,power_logs_all_configs/power_b8_g1.0_s1_u0_r128_w4_str1.log
8,1.0,1,0,128,4,2,64,793.650809,0.010322,FAIL,41.960,0.420,61,1,,power_logs_all_configs/power_b8_g1.0_s1_u0_r128_w4_str2.log
8,1.0,1,1,32,1,1,64,81.081084,0.025259,PASS,42.005,0.427,61,0,,power_logs_all_configs/power_b8_g1.0_s1_u1_r32_w1_str1.log
8,1.0,1,1,32,1,2,64,149.068313,0.013739,FAIL,42.079,0.375,61,1,,power_logs_all_configs/power_b8_g1.0_s1_u1_r32_w1_str2.log
8,1.0,1,1,32,2,1,64,161.746869,0.025324,PASS,42.042,0.419,61,0,,power_logs_all_configs/power_b8_g1.0_s1_u1_r32_w2_str1.log
8,1.0,1,1,32,2,2,64,266.311595,0.015380,FAIL,42.032,0.428,61,1,,power_logs_all_configs/power_b8_g1.0_s1_u1_r32_w2_str2.log
8,1.0,1,1,32,4,1,64,313.315915,0.026146,PASS,42.111,0.424,61,0,,power_logs_all_configs/power_b8_g1.0_s1_u1_r32_w4_str1.log
8,1.0,1,1,32,4,2,64,509.554157,0.016077,FAIL,42.039,0.418,61,1,,power_logs_all_configs/power_b8_g1.0_s1_u1_r32_w4_str2.log
8,1.0,1,1,64,1,1,64,89.418778,0.022903,PASS,42.193,0.423,61,0,,power_logs_all_configs/power_b8_g1.0_s1_u1_r64_w1_str1.log
8,1.0,1,1,64,1,2,64,149.179522,0.013728,FAIL,42.021,0.415,61,1,,power_logs_all_configs/power_b8_g1.0_s1_u1_r64_w1_str2.log
8,1.0,1,1,64,2,1,64,164.925783,0.024835,PASS,41.957,0.421,61,0,,power_logs_all_configs/power_b8_g1.0_s1_u1_r64_w2_str1.log
8,1.0,1,1,64,2,2,64,272.170575,0.015049,FAIL,42.056,0.420,61,1,,power_logs_all_configs/power_b8_g1.0_s1_u1_r64_w2_str2.log
8,1.0,1,1,64,4,1,64,321.420946,0.025487,PASS,42.048,0.423,61,0,,power_logs_all_configs/power_b8_g1.0_s1_u1_r64_w4_str1.log
8,1.0,1,1,64,4,2,64,523.217814,0.015657,FAIL,41.985,0.416,61,1,,power_logs_all_configs/power_b8_g1.0_s1_u1_r64_w4_str2.log
8,1.0,1,1,128,1,1,64,89.392134,0.022910,PASS,41.949,0.427,61,0,,power_logs_all_configs/power_b8_g1.0_s1_u1_r128_w1_str1.log
8,1.0,1,1,128,1,2,64,149.216611,0.013725,FAIL,41.969,0.382,61,1,,power_logs_all_configs/power_b8_g1.0_s1_u1_r128_w1_str2.log
8,1.0,1,1,128,2,1,64,164.903114,0.024839,PASS,42.080,0.421,61,0,,power_logs_all_configs/power_b8_g1.0_s1_u1_r128_w2_str1.log
8,1.0,1,1,128,2,2,64,272.355875,0.015039,FAIL,41.986,0.404,61,1,,power_logs_all_configs/power_b8_g1.0_s1_u1_r128_w2_str2.log
8,1.0,1,1,128,4,1,64,321.337553,0.025493,PASS,41.810,0.385,61,0,,power_logs_all_configs/power_b8_g1.0_s1_u1_r128_w4_str1.log
8,1.0,1,1,128,4,2,64,523.103744,0.015660,FAIL,41.831,0.419,61,1,,power_logs_all_configs/power_b8_g1.0_s1_u1_r128_w4_str2.log
8,1.5,0,0,32,1,1,64,98.299216,0.020834,PASS,41.819,0.406,61,0,,power_logs_all_configs/power_b8_g1.5_s0_u0_r32_w1_str1.log
8,1.5,0,0,32,1,2,64,154.559510,0.013251,FAIL,41.775,0.412,61,1,,power_logs_all_configs/power_b8_g1.5_s0_u0_r32_w1_str2.log
8,1.5,0,0,32,2,1,64,414.221620,0.009888,PASS,41.795,0.405,61,0,,power_logs_all_configs/power_b8_g1.5_s0_u0_r32_w2_str1.log
8,1.5,0,0,32,2,2,64,594.648184,0.006888,FAIL,41.727,0.402,61,1,,power_logs_all_configs/power_b8_g1.5_s0_u0_r32_w2_str2.log
8,1.5,0,0,32,4,1,64,668.727390,0.012250,PASS,41.776,0.413,61,0,,power_logs_all_configs/power_b8_g1.5_s0_u0_r32_w4_str1.log
8,1.5,0,0,32,4,2,64,1039.847271,0.007878,FAIL,41.796,0.404,61,1,,power_logs_all_configs/power_b8_g1.5_s0_u0_r32_w4_str2.log
8,1.5,0,0,64,1,1,64,98.457500,0.020801,PASS,41.769,0.364,61,0,,power_logs_all_configs/power_b8_g1.5_s0_u0_r64_w1_str1.log
8,1.5,0,0,64,1,2,64,156.698870,0.013070,FAIL,41.851,0.229,61,1,,power_logs_all_configs/power_b8_g1.5_s0_u0_r64_w1_str2.log
8,1.5,0,0,64,2,1,64,396.694224,0.010325,PASS,41.890,0.229,61,0,,power_logs_all_configs/power_b8_g1.5_s0_u0_r64_w2_str1.log
8,1.5,0,0,64,2,2,64,593.205963,0.006905,FAIL,41.884,0.227,61,1,,power_logs_all_configs/power_b8_g1.5_s0_u0_r64_w2_str2.log
8,1.5,0,0,64,4,1,64,720.504359,0.011370,PASS,41.891,0.226,61,0,,power_logs_all_configs/power_b8_g1.5_s0_u0_r64_w4_str1.log
8,1.5,0,0,64,4,2,64,1088.929210,0.007523,FAIL,41.827,0.229,61,1,,power_logs_all_configs/power_b8_g1.5_s0_u0_r64_w4_str2.log
8,1.5,0,0,128,1,1,64,98.700447,0.020750,PASS,41.643,0.230,61,0,,power_logs_all_configs/power_b8_g1.5_s0_u0_r128_w1_str1.log
8,1.5,0,0,128,1,2,64,161.550888,0.012677,FAIL,41.707,0.228,61,1,,power_logs_all_configs/power_b8_g1.5_s0_u0_r128_w1_str2.log
8,1.5,0,0,128,2,1,64,396.694224,0.010325,PASS,41.841,0.230,61,0,,power_logs_all_configs/power_b8_g1.5_s0_u0_r128_w2_str1.log
8,1.5,0,0,128,2,2,64,593.710383,0.006899,FAIL,41.842,0.226,61,1,,power_logs_all_configs/power_b8_g1.5_s0_u0_r128_w2_str2.log
8,1.5,0,0,128,4,1,64,705.467364,0.011612,PASS,41.998,0.229,61,0,,power_logs_all_configs/power_b8_g1.5_s0_u0_r128_w4_str1.log
8,1.5,0,0,128,4,2,64,1088.929210,0.007523,FAIL,42.058,0.228,61,1,,power_logs_all_configs/power_b8_g1.5_s0_u0_r128_w4_str2.log
8,1.5,0,1,32,1,1,64,98.752226,0.020739,PASS,42.005,0.230,61,0,,power_logs_all_configs/power_b8_g1.5_s0_u1_r32_w1_str1.log
8,1.5,0,1,32,1,2,64,178.359102,0.011482,FAIL,42.009,0.226,61,1,,power_logs_all_configs/power_b8_g1.5_s0_u1_r32_w1_str2.log
8,1.5,0,1,32,2,1,64,180.614945,0.022678,PASS,42.057,0.231,61,0,,power_logs_all_configs/power_b8_g1.5_s0_u1_r32_w2_str1.log
8,1.5,0,1,32,2,2,64,322.493959,0.012701,FAIL,42.135,0.230,61,1,,power_logs_all_configs/power_b8_g1.5_s0_u1_r32_w2_str2.log
8,1.5,0,1,32,4,1,64,354.034515,0.023139,PASS,42.147,0.230,61,0,,power_logs_all_configs/power_b8_g1.5_s0_u1_r32_w4_str1.log
8,1.5,0,1,32,4,2,64,624.055379,0.013127,FAIL,42.158,0.229,61,1,,power_logs_all_configs/power_b8_g1.5_s0_u1_r32_w4_str2.log
8,1.5,0,1,64,1,1,64,99.075300,0.020671,PASS,42.100,0.194,61,0,,power_logs_all_configs/power_b8_g1.5_s0_u1_r64_w1_str1.log
8,1.5,0,1,64,1,2,64,178.253112,0.011489,FAIL,42.349,0.228,61,1,,power_logs_all_configs/power_b8_g1.5_s0_u1_r64_w1_str2.log
8,1.5,0,1,64,2,1,64,185.156598,0.022122,PASS,42.334,0.230,61,0,,power_logs_all_configs/power_b8_g1.5_s0_u1_r64_w2_str1.log
8,1.5,0,1,64,2,2,64,328.857207,0.012455,FAIL,42.218,0.230,61,1,,power_logs_all_configs/power_b8_g1.5_s0_u1_r64_w2_str2.log
8,1.5,0,1,64,4,1,64,362.375244,0.022606,PASS,42.098,0.233,61,0,,power_logs_all_configs/power_b8_g1.5_s0_u1_r64_w4_str1.log
8,1.5,0,1,64,4,2,64,645.508343,0.012691,FAIL,42.074,0.229,61,1,,power_logs_all_configs/power_b8_g1.5_s0_u1_r64_w4_str2.log
8,1.5,0,1,128,1,1,64,99.009896,0.020685,PASS,42.201,0.231,61,0,,power_logs_all_configs/power_b8_g1.5_s0_u1_r128_w1_str1.log
8,1.5,0,1,128,1,2,64,178.041538,0.011503,FAIL,42.070,0.228,61,1,,power_logs_all_configs/power_b8_g1.5_s0_u1_r128_w1_str2.log
8,1.5,0,1,128,2,1,64,185.242367,0.022112,PASS,42.219,0.238,61,0,,power_logs_all_configs/power_b8_g1.5_s0_u1_r128_w2_str1.log
8,1.5,0,1,128,2,2,64,328.857207,0.012455,FAIL,42.065,0.229,61,1,,power_logs_all_configs/power_b8_g1.5_s0_u1_r128_w2_str2.log
8,1.5,0,1,128,4,1,64,362.047255,0.022627,PASS,41.940,0.232,61,0,,power_logs_all_configs/power_b8_g1.5_s0_u1_r128_w4_str1.log
8,1.5,0,1,128,4,2,64,644.987917,0.012701,FAIL,42.004,0.229,61,1,,power_logs_all_configs/power_b8_g1.5_s0_u1_r128_w4_str2.log
8,1.5,1,0,32,1,1,64,89.820355,0.022801,PASS,41.963,0.232,61,0,,power_logs_all_configs/power_b8_g1.5_s1_u0_r32_w1_str1.log
8,1.5,1,0,32,1,2,64,140.416566,0.014585,FAIL,41.874,0.189,61,1,,power_logs_all_configs/power_b8_g1.5_s1_u0_r32_w1_str2.log
8,1.5,1,0,32,2,1,64,318.386842,0.012865,PASS,42.048,0.228,61,0,,power_logs_all_configs/power_b8_g1.5_s1_u0_r32_w2_str1.log
8,1.5,1,0,32,2,2,64,424.328131,0.009653,FAIL,41.981,0.230,61,1,,power_logs_all_configs/power_b8_g1.5_s1_u0_r32_w2_str2.log
8,1.5,1,0,32,4,1,64,468.109999,0.017500,PASS,42.114,0.230,61,0,,power_logs_all_configs/power_b8_g1.5_s1_u0_r32_w4_str1.log
